x,y,z
3.483534,-0.4881577,0.0015
3.34366,-0.4225347,0.0015
3.336799,-0.4469904,0.0015
3.392572,-0.4362571,0.0015
3.385711,-0.4607128,0.0015
3.247679,-0.3917336,0.0015
3.239377,-0.4157385,0.0015
3.295688,-0.4083376,0.0015
3.287386,-0.4323425,0.0015
3.151659,-0.3585255,0.0015
3.143357,-0.3825305,0.0015
3.199669,-0.3751296,0.0015
3.191367,-0.3991345,0.0015
3.055639,-0.3253175,0.0015
3.047337,-0.3493224,0.0015
3.103649,-0.3419215,0.0015
3.095347,-0.3659265,0.0015
2.961923,-0.288384,0.0015
2.952088,-0.3118026,0.0015
3.00876,-0.3080546,0.0015
2.998925,-0.3314731,0.0015
2.868249,-0.2490429,0.0015
2.858414,-0.2724615,0.0015
2.915086,-0.2687135,0.0015
2.905251,-0.292132,0.0015
2.774575,-0.2097019,0.0015
2.764739,-0.2331204,0.0015
2.821412,-0.2293724,0.0015
2.811577,-0.2527909,0.0015
2.682277,-0.1683244,0.0015
2.671639,-0.1913895,0.0015
2.728407,-0.1896,0.0015
2.717769,-0.2126651,0.0015
2.590016,-0.1257732,0.0015
2.579379,-0.1488382,0.0015
2.636146,-0.1470488,0.0015
2.625509,-0.1701138,0.0015
2.497756,-0.08322193,0.0015
2.487118,-0.106287,0.0015
2.543886,-0.1044975,0.0015
2.533248,-0.1275626,0.0015
2.406705,-0.03896554,0.0015
2.395426,-0.06172386,0.0015
2.452222,-0.06152381,0.0015
2.440943,-0.08428213,0.0015
2.315672,0.006151004,0.0015
2.304393,-0.01660732,0.0015
2.361189,-0.01640727,0.0015
2.34991,-0.03916559,0.0015
2.224639,0.05126755,0.0015
2.21336,0.02850923,0.0015
2.270156,0.02870928,0.0015
2.258876,0.005950957,0.0015
2.135735,0.09920772,0.0015
2.123437,0.07698349,0.0015
2.180184,0.07461151,0.0015
2.167885,0.05238727,0.0015
2.046838,0.1484001,0.0015
2.03454,0.1261759,0.0015
2.091287,0.1238039,0.0015
2.078989,0.1015797,0.0015
1.957941,0.1975926,0.0015
1.945643,0.1753683,0.0015
2.00239,0.1729964,0.0015
1.990092,0.1507721,0.0015
1.869419,0.2472624,0.0015
1.856956,0.2251304,0.0015
1.913683,0.2223359,0.0015
1.90122,0.2002039,0.0015
1.780891,0.2971156,0.0015
1.768428,0.2749835,0.0015
1.825155,0.272189,0.0015
1.812692,0.250057,0.0015
1.692363,0.3469687,0.0015
1.6799,0.3248367,0.0015
1.736627,0.3220421,0.0015
1.724164,0.2999101,0.0015
1.606637,0.4002239,0.0015
1.593042,0.3787683,0.0015
1.649548,0.3730344,0.0015
1.635953,0.3515788,0.0015
1.520814,0.4546029,0.0015
1.507219,0.4331473,0.0015
1.563725,0.4274134,0.0015
1.550131,0.4059578,0.0015
1.434992,0.508982,0.0015
1.421397,0.4875264,0.0015
1.477903,0.4817924,0.0015
1.464308,0.4603369,0.0015
1.350245,0.5645916,0.0015
1.336256,0.5433913,0.0015
1.392646,0.5366126,0.0015
1.378656,0.5154123,0.0015
1.265444,0.6205497,0.0015
1.251454,0.5993493,0.0015
1.307845,0.5925706,0.0015
1.293855,0.5713703,0.0015
1.180643,0.6765077,0.0015
1.166653,0.6553074,0.0015
1.223043,0.6485287,0.0015
1.209054,0.6273284,0.0015
1.098848,0.7357185,0.0015
1.083853,0.7152172,0.0015
1.13985,0.7057279,0.0015
1.124855,0.6852267,0.0015
1.016843,0.7956996,0.0015
1.001848,0.7751983,0.0015
1.057845,0.765709,0.0015
1.04285,0.7452078,0.0015
0.9348379,0.8556807,0.0015
0.9198426,0.8351794,0.0015
0.9758404,0.8256901,0.0015
0.9608451,0.8051888,0.0015
0.8561214,0.9189232,0.0015
0.8401474,0.8991751,0.0015
0.8956177,0.8869751,0.0015
0.8796436,0.8672269,0.0015
0.7771289,0.9828195,0.0015
0.7611548,0.9630713,0.0015
0.8166252,0.9508713,0.0015
0.8006511,0.9311232,0.0015
0.6981363,1.046716,0.0015
0.6821622,1.026968,0.0015
0.7376326,1.014768,0.0015
0.7216585,0.9950195,0.0015
0.6218505,1.1131,0.0015
0.6051531,1.093959,0.0015
0.6601315,1.079705,0.0015
0.6434341,1.060564,0.0015
0.5452885,1.179889,0.0015
0.5285911,1.160748,0.0015
0.5835695,1.146494,0.0015
0.5668721,1.127354,0.0015
0.4687264,1.246678,0.0015
0.4520291,1.227538,0.0015
0.5070074,1.213284,0.0015
0.4903101,1.194143,0.0015
0.3973341,1.317788,0.0015
0.3794139,1.299788,0.0015
0.4333356,1.281948,0.0015
0.4154154,1.263947,0.0015
0.325331,1.389469,0.0015
0.3074109,1.371468,0.0015
0.3613326,1.353629,0.0015
0.3434124,1.335628,0.0015
0.2535215,1.461259,0.0015
0.2355257,1.443334,0.0015
0.2893674,1.425272,0.0015
0.2713715,1.407346,0.0015
0.1866501,1.536762,0.0015
0.1676392,1.519917,0.0015
0.2203396,1.49874,0.0015
0.2013286,1.481896,0.0015
0.1192711,1.612806,0.0015
0.1002602,1.595961,0.0015
0.1529606,1.574784,0.0015
0.1339497,1.557939,0.0015
0.05226779,1.689032,0.0015
0.03312389,1.672339,0.0015
0.08564815,1.650752,0.0015
0.06650425,1.634059,0.0015
-0.01024941,1.768325,0.0015
-0.03019308,1.752596,0.0015
0.02120913,1.728438,0.0015
0.001265463,1.712708,0.0015
-0.07316649,1.8481,0.0015
-0.09311017,1.83237,0.0015
-0.04170795,1.808212,0.0015
-0.06165162,1.792483,0.0015
-0.1354115,1.928152,0.0015
-0.1555703,1.9127,0.0015
-0.1045174,1.887849,0.0015
-0.1246763,1.872396,0.0015
-0.1926029,2.011334,0.0015
-0.2135308,1.99694,0.0015
-0.163815,1.969478,0.0015
-0.1847428,1.955084,0.0015
-0.2501789,2.095045,0.0015
-0.2711067,2.080651,0.0015
-0.2213909,2.05319,0.0015
-0.2423187,2.038796,0.0015
-0.3067608,2.17909,0.0015
-0.327971,2.165116,0.0015
-0.2788257,2.136691,0.0015
-0.3000359,2.122717,0.0015
-0.3579632,2.266101,0.0015
-0.3798521,2.253216,0.0015
-0.3321923,2.222323,0.0015
-0.3540812,2.209438,0.0015
-0.409505,2.353657,0.0015
-0.4313939,2.340772,0.0015
-0.3837341,2.309879,0.0015
-0.405623,2.296994,0.0015
-0.4595878,2.441582,0.0015
-0.4818359,2.429327,0.0015
-0.4350964,2.39712,0.0015
-0.4573444,2.384865,0.0015
-0.5035329,2.532442,0.0015
-0.5263969,2.521379,0.0015
-0.4814063,2.486714,0.0015
-0.5042704,2.475651,0.0015
-0.547786,2.623899,0.0015
-0.57065,2.612835,0.0015
-0.5256594,2.57817,0.0015
-0.5485235,2.567107,0.0015
-0.5903825,2.715637,0.0015
-0.6135881,2.705309,0.0015
-0.5697417,2.669259,0.0015
-0.5929473,2.658931,0.0015
-0.6273174,2.809681,0.0015
-0.6509583,2.800393,0.0015
-0.6087411,2.762399,0.0015
-0.632382,2.753111,0.0015
-0.66447,2.904244,0.0015
-0.6881109,2.894956,0.0015
-0.6458937,2.856963,0.0015
-0.6695346,2.847674,0.0015
-0.699821,2.99898,0.0015
-0.7237675,2.990511,0.0015
-0.6828935,2.951116,0.0015
-0.70684,2.942647,0.0015
-0.7300615,3.095493,0.0015
-0.7542989,3.087897,0.0015
-0.7148685,3.047018,0.0015
-0.7391059,3.039422,0.0015
-0.7604474,3.192443,0.0015
-0.7846849,3.184846,0.0015
-0.7452545,3.143968,0.0015
-0.7694919,3.136371,0.0015
-0.7888445,3.289443,0.0015
-0.8133521,3.28277,0.0015
-0.7755053,3.240456,0.0015
-0.800013,3.233783,0.0015
-0.8124768,3.387863,0.0015
-0.8371745,3.381931,0.0015
-0.8006131,3.338468,0.0015
-0.8253108,3.332536,0.0015
-0.8362042,3.486654,0.0015
-0.8609018,3.480722,0.0015
-0.8243405,3.437259,0.0015
-0.8490381,3.431327,0.0015
-0.8578593,3.585361,0.0015
-0.882772,3.580409,0.0015
-0.8479603,3.535559,0.0015
-0.872873,3.530607,0.0015
-0.8752593,3.685157,0.0015
-0.9002816,3.680793,0.0015
-0.8665319,3.635112,0.0015
-0.8915542,3.630748,0.0015
-0.8927141,3.785246,0.0015
-0.9177364,3.780882,0.0015
-0.8839867,3.735201,0.0015
-0.909009,3.730838,0.0015
-0.9081365,3.885132,0.0015
-0.9333097,3.881745,0.0015
-0.901366,3.834802,0.0015
-0.9265393,3.831416,0.0015
-0.9199388,3.985826,0.0015
-0.9451661,3.982869,0.0015
-0.9140241,3.935372,0.0015
-0.9392514,3.932414,0.0015
-0.9317682,4.086735,0.0015
-0.9569954,4.083778,0.0015
-0.9258535,4.036281,0.0015
-0.9510808,4.033323,0.0015
-0.9413651,4.187293,0.0015
-0.9666963,4.185425,0.0015
-0.9376309,4.136645,0.0015
-0.9629621,4.134777,0.0015
-0.947478,4.28854,0.0015
-0.9728319,4.287009,0.0015
-0.9444159,4.237832,0.0015
-0.9697697,4.236301,0.0015
-0.9536023,4.389955,0.0015
-0.9789561,4.388424,0.0015
-0.9505402,4.339248,0.0015
-0.975894,4.337716,0.0015
